Username,Tweet,Retweet_Count,Favourite_Count,Date
=@MSharif37139701,"Death toll from China coronavirus rises to at least 2,126 with 108 reported death Wednesday in Wuhan. The new infections drop as the authority tallied just 349 new cases the same day. On the other hand, 624 passengers aboard Diamond Princess quarantined off Japan got infected. https://t.co/gTOz2QogXq",1,3,20 09 2020 11:09.AM
=@Steveast11,Does he knows all airlines temporarily stopped flying there?  Let’s get @kashkari a private jet to Wuhan....I’ll buy him some bat soup at his favorite restaurant. https://t.co/YqasCLcRva,0,0,20 09 2020 11:09.AM
=@Sreyrot79159121,"Meanwhile, 102 #HongKong passengers onboard #DiamondPrincess arrived #HanedaAirport in #Tokyo, they took the govt-chartered flight with 8 health officials back home. 
#COVID #COVID19 #China #wuhan #???? #coronavirus #CoronavirusOutbreak #Wuhan #coronaviruschina",1,3,20 09 2020 11:09.AM
=@DavidLHagen,We need #Total #Transparency by #CCP to ALL health statistics is essential to understand and control this #SARSCoV2 epidemic. #Wuhan #Coronavirus #COVID19 https://t.co/GAVE0fv3uE,1,2,20 08 2020 11:08.AM
=@ckloop9,"@ABetterYouToda1 @PndmcSurvivors My uncle scared me when he told us he went to the Hospital (in Wuhan) prior to the lock down on Jan 23 to see the dentist. He went there and saw immense lines, and didn't want to deal with it so he went home. He told us he broke out into an intense cold sweat when he realized...",1,2,20 08 2020 11:08.AM
=@WhyScots,=@PurpLeprechaun6 @MackayIM @solon594bce I have heard that rumour given the proximity of Wuhan lab to the claimed meet market. I have seen senator cottons statements. I won’t lend credence to it without evidence. not should anyone else.,0,0,20 08 2020 11:08.AM
=@JonathanYellen,"#CPOL120 - China has finally reported a drop in the spread of the Coronavirus, where there is now 2,100 deaths.

https://t.co/WrOaGiXoMA",0,0,20 08 2020 11:08.AM
=@shock_meme,@LouDobbs @GordonGChang Absolutely. The CCP doesn't want the globe to know how bad the situation is in Wuhan. They are trying to save face and not looking bad in front of the whole world. This can be a humanitarian crisis.,1,14,20 08 2020 11:08.AM
=@GMark1107,"As you can clearly see, nobody in Wuhan province can attend tonight’s basketball game due to the #Coronavirus...wait...that’s actually 8 minutes before tip of the University of Texas men’s Basketball game in Austin tonight? 

Apparently their fans aren’t Baaacckk! #HookEm ??? https://t.co/9ONBp2jubM",0,1,20 08 2020 11:08.AM
=@zi6Yao4,"@VOAChinese I think Macau is doing a better job than #China? U know there's zero increase in the infected cases for 14 consecutive days. While in Hubei, Wuhan, Beijing, Guangzhou, Chongqin etc. Who will know abt the REAL statistic covered by #CCP #China",0,0,20 08 2020 11:08.AM
=@APLMom,"Hold up... I thought this was just like the flu and we weren’t supposed to worry. ?
China deploys 40 incinerators to Wuhan amid fears of coronavirus death toll 'cover up' - Daily Star https://t.co/uhe7bzzVUn",9,21,20 07 2020 11:07.AM
=@glenfree,"@gowKE4HReZ7ZBc5 These speculators are the most threat to Democracy!!! They do n’t deserve to go to other countries places, they just go Wuhan CN. These moths of the human world can enjoy their lives there with Wuhan coronavirus made in their home.",0,1,20 07 2020 11:07.AM
=@bfetz23,=@catturd2 Hang by my balls from a tree while Drinking soup in Wuhan,0,2,20 06 2020 11:06.AM
=@HouseCracka,Democrats are for population control to save the world.   China deploys 40 incinerators to Wuhan https://t.co/rUfzWEBjab,6,3,20 06 2020 11:06.AM
=@RutherfordCo,"Special Hearing Called for the Novel Coronavirus: On Tuesday, March 3, 2020, the Senate Health Committee will hold a committee hearing on the novel Coronavirus that was first detected in Wuhan, China. https://t.co/0jmZl2N0zs https://t.co/5QvjQzeCe0",5,1,20 06 2020 11:06.AM
=@IndiaToday,"#China's central #Hubei province had 349 new confirmed cases on Wednesday, down from 1,693 a day earlier and lowest since Jan. 25. 
https://t.co/Jm8cy9Tz1w",1,3,20 06 2020 11:06.AM
=@SoLaTiDoBlades,"China invokes HOLOCAUST HORRORS as 40 mobile incineration ovens are deployed in Wuhan, labeled for disposal of “animal corpses” https://t.co/bukCqCoVae",0,0,20 06 2020 11:06.AM
=@Ladyoftheplains,"Follow Harry Chen for candid vids from Wuhan + .

It’s very sad.

I also heard someone say they eat basically one meal/day, or save half their dinner to have something for tomorrow.

Chinese citizens meekly allow cops to mistreat and abuse them.

We hope many things improve. https://t.co/IirSDWVw50",0,0,20 05 2020 11:05.AM
=@SoLaTiDoBlades,Scratch that: Now they’re saying Wuhan coronavirus (CoVid-19) has an R0 as high as 7.05 https://t.co/3S1GR09KLc,2,2,20 05 2020 11:05.AM
=@shaneandmisty,@WLaowai8 #BreakingNews It has been said that a large group of mobile incinerators have been sent to #wuhan. Have you seen any or do you see large plumes of smoke anywhere around the area?,0,0,20 05 2020 11:05.AM
=@AnthonyMak,@nikki_miumiu @StandNewsHK #HKPoliceTerrorists should go to wuhan immediate to support.,0,1,20 05 2020 11:05.AM
=@DrX3YFpUsct7nZj,"=@Carmela70092778 @MsTracyMorrow please come to Wuhan, China to have a Look, Do not easily believe those fake news fake reports and fake data. China is slowly returning to normal and So will Wuhan.",0,1,20 05 2020 11:05.AM
=@MayaDahlia5,"=@malaysiakini I thought jolo haa change to bear,and now he change to virus that effected Wuhan and China, So after This he disapear from the world",0,0,20 05 2020 11:05.AM
=@Sreyrot79159121,"Now, listen....very, very, carefully..""either naturally caused OR INTENTIONALLY CAUSED.""
#COVID #COVID19 #China #wuhan #???? #coronavirus #CoronavirusOutbreak #Wuhan #coronaviruschina #coronavirusaustralia",2,4,20 05 2020 11:05.AM
=@mtnman9500,"@catturd2 @BMcAdory9 Lick a door knob in Wuhan, China. ???",0,0,20 04 2020 11:04.AM
=@eqmaverickpoet,"Wuhan virus coincidence vs a book “EYES OF DARKNESS” written over 40yrs ago???

READ THIS, then wonder what are the fuxing astronomical odds of a coincidence??? https://t.co/0UwIHDjWIq",1,2,20 04 2020 11:04.AM
=@Da_Show_Stopper,"China deploys 40 incinerators amid fears of coronavirus death toll 'cover up' https://t.co/GQHqOovzfm #coronavirus #nCoV #CoronaOutbreak #WHO #Pandemic #Epidemic #China #SARS #H1N1 #NCP #COVID19
#CoverUp #UnderReporting",2,1,20 04 2020 11:04.AM
=@JohnnyBizzel,"@ASpittel Why, what did he do? ? Visit Wuhan?",0,0,20 04 2020 11:04.AM
=@ftrhnfl,Film Crew Documents Life in Wuhan Amid COVID-19 Epidemic https://t.co/LV9EClSjAV,0,0,20 04 2020 11:04.AM
@4thepeople15,This shows this IGP is full of bullshit! https://t.co/9z3rrXP6P5,0,1,20 04 2020 11:04.AM
=@cdsteffens,SMOKING GUN: China Bought Weaponized Wuhan Virus From US https://t.co/OuCsl43pkc,0,0,20 03 2020 11:03.AM
=@AmericaRising17,"=@LouDobbs containment over last couple of months?
                                                                                                                                                                                                                                                                Fauci confused or DID he just reveal our govt knew and DID not take Half-hearted public measures until people noticed horrific video/audio coming out of Wuhan in mid-January?
                                                                                                                                                                                                                                                                he slipped up, Lou.",0,1,20 03 2020 11:03.AM
=@Ingvald1,‘This may be the last piece I write’: prominent Xi critic has internet cut after house arrest https://t.co/fuzv4evC2o #Coronavirus #Wuhan,1,1,20 03 2020 11:03.AM
=@bilojohn1,China deploys 40 incinerators to Wuhan amid coronavirus outbreak - https://t.co/AO3WfjIccP,0,0,20 03 2020 11:03.AM
=@chugarychu,"=@SecPompeo @WSJ Obviously, China under CCP control Do not think and act as part of the international world, which is proven by many cases in the past and now the Wuhan coronavirus could be harmful to the whole world.",0,0,20 03 2020 11:03.AM
=@rec1122case,"Wuhan Mother Speaks Out: “No Beds, No Medicine, All Lies” https://t.co/Zhy2mdcmfA",1,0,20 03 2020 11:03.AM
=@PerthWAustralia,"10 of the 14 evacuees who tested positive were moved to a hospital in #Omaha, they were retested and monitored in rooms with separate filtration systems at the University of #Nebraska Medical Center.
#COVID #COVID19 #China #wuhan #???? #coronavirus #CoronavirusOutbreak #Wuhan https://t.co/YXZeePFqt1",2,2,20 02 2020 11:02.AM
=@gagaipmayday,@georgebest1969 Thank you for your courage and the truth you have brought to us. It’s difficult to speak the truth in this moment and under the Japanese culture. Ppl shd be more aware to this wuhan virus. #WuhanCoronavirus,0,3,20 02 2020 11:02.AM
=@Jazz01043236,=@TeamMLucman @NJLahori @mubasherlucman Correction: No one was evacuated by govt even before lockdown of Wuhan. Pakistan students travelled on their own for the Chinese new year holidays to Pakistan.,0,0,20 02 2020 11:02.AM
=@DrX3YFpUsct7nZj,"=@GaryMah96476923 @MsTracyMorrow please come to Wuhan, China to have a Look, Do not easily believe those fake news fake reports and fake data. China is slowly returning to normal and So will Wuhan.",0,0,20 02 2020 11:02.AM
=@GiaSails,@the08143227 @KTHopkins Can you please retweet the Wuhan people's tweets if this is so?,0,0,20 02 2020 11:02.AM
=@cassmith11,Uncle joe can barely talk and sounds/looks like he has wuhan flu but his climate ideas are very reasonable,0,0,20 02 2020 11:02.AM
=@DailyFXTeam,"Japan said 2 people who were on the cruise ship off Yokohama died from the #coronavirus, bringing total domestic fatalities from the Wuhan virus to 3 -BBG citing NHK",1,2,20 01 2020 11:01.AM
=@Trinhnomics,"@michaelxpettis This is the currency move since 20 Jan 2020 (basically around the hit of virus & Wuhan lock-down).

Biggest losers: SGD, KRW, AUD, THB (losses greater than -3

Winners: PHP ??????????????? https://t.co/dsSNAMpmRp",12,23,20 01 2020 11:01.AM
=@skylark1984,Rep Will Hurd on China’s lack of transparency: “Delaying an understanding of the virus has delayed the development of an effective global response.”   Apparently @WHO is too busy rowing China’s propaganda canoe to notice the lack of reliable data. ? #Wuhan #coronavirus #COVID19,0,3,20 01 2020 11:01.AM
=@skylark1984,"“This lack of transparency has come even as the National Academies of Science, Engineering, and Medicine released a?letter?insisting that the scientific community needs more sequence data and samples to better understand the virus and its origins.” #Wuhan #coronavirus #COVID19",0,1,20 01 2020 11:01.AM
=@skylark1984,"Rep Will Hurd @HurdOnTheHill “The U.S. first offered to send expert assistance and resources to China on? Jan. 6, and it took the Chinese government over a month to allow a small advance team of WHO experts into the country.” #Wuhan #coronavirus #COVID19",0,1,20 01 2020 11:01.AM
=@skylark1984,“Hurd hit back at China’s accusation that the United States has not done enough or offered assistance to combat the epidemic.” #Wuhan #coronavirus #COVID19,0,0,20 01 2020 11:01.AM
=@skylark1984,"Rep. Will Hurd: “I have witnessed firsthand the exemplary efforts being made by the Centers for Disease Control and Prevention (CDC), the Department of Health and Human Services (HHS) and others to ensure the health and safety of all Americans,” #Wuhan #coronavirus #COVID19",0,1,20 01 2020 11:01.AM
=@skylark1984,"Rep. Will Hurd @HurdOnTheHill “In their response to this outbreak, the Chinese government’s penchant for secrecy and total government control has threatened the lives of their own citizens and risked the safety of the world.” @WHO are you listening? #Wuhan #coronavirus #COVID19",0,1,20 01 2020 11:01.AM
=@skylark1984,"“The number of confirmed cases in China has skyrocketed to over 40,000, and the global death toll has risen to almost 2,000 with all but two of the deaths occurring in mainland China,” said Hurd. #Wuhan #coronavirus #COVID19",0,0,20 01 2020 11:01.AM
=@skylark1984,"Rep Will Hurd: “Addressing this crisis must be a global effort, but China’s record of opacity has hindered efforts aimed at understanding its origins and mitigating its effect.” #Wuhan #coronavirus #COVID19",0,0,20 01 2020 11:01.AM
=@skylark1984,"@HurdOnTheHill: “The lack of government transparency from the Chinese Communist Party (CCP) in dealing with the coronavirus global public health emergency is contributing to the international community’s inability to resolve the crisis,” #Wuhan #COVID19",1,1,20 01 2020 11:01.AM
=@skylark1984,"@HurdOnTheHill finally another Congress member, Rep Will Hurd (TX-R), joins @SenTomCotton in publicly addressing Wuhan coronavirus issues #COVID19. 
https://t.co/kmd4ETrc55",1,3,20 01 2020 11:01.AM
=@charlzvinei,@RY_Megumi @hedgehoggeded @tocamelaotravez Just don’t trust anything in Wuhan .?its marinated at the expense of innocent people,0,0,20 01 2020 11:01.AM
=@sclark_melbs,"Interesting. Morrison highlighting the lower mortality rate for #COVID?19 outside of Wuhan as he says that the travel ban will be discussed by NSC later today. He says ""little has changed"" since last week though",0,0,20 01 2020 11:01.AM
=@YeungWing,@Ming45244976 @superbigpiece Plz stop spreading fake news ... ? Picture on the right is not at Wuhan and no satellite can take photo at angle like this ...,0,9,20 01 2020 11:01.AM
=@aspiringJB,"@SquidSqueezer Wow. 

Math > narrative

Plague v pravda I'd say plague wins everytime. Why dont they realize that all the lies in the world wont stop a virus.

Asians are supposed to good at math lmao.

You see they brought in forty mobile incinerators to wuhan yesterday? I wonder....?",0,3,20 01 2020 11:01.AM
=@Sreyrot79159121,Rocket in the sky near wuhan. #COVID #COVID19 #China #wuhan #???? #coronavirus #CoronavirusOutbreak #Wuhan #coronaviruschina #coronavirusaustralia #CoronaVirusCanada,1,3,20 01 2020 11:01.AM
=@WISPY_WIDOW,=@LuxinLeumas well there’s a research lab in Wuhan where the virus originated and lotta people are talking about it being a bioweapon or smthn,0,1,20 00 2020 11:00.AM
=@infination,Guangdong is a skip away from Wuhan. I may survive my television.,0,0,20 00 2020 11:00.AM
=@mindful__change,Video - The Coronavirus Cat Rescuer of Wuhan. https://t.co/LaXuueph3U #kindness #inspiring #love,0,0,20 00 2020 11:00.AM
=@blueeyestruther,China deploys 40 incinerators to Wuhan amid fears of coronavirus death toll 'cover up' - Daily Star https://t.co/QR7NWzYy0P,1,0,20 00 2020 11:00.AM
=@HankMeyerNAPP,=@kelliekelly23 @ScottMorrisonMP still beats the hell out Wuhan.,0,0,20 00 2020 11:00.AM
=@K_B79,@_Dragonfli @ABetterYouToda1 @MyMuskokaLife @Loributler5 @JoeLetsPlay @nCoVSurviving I have authorized the release of 23 flight crew members who accompanied the returning travellers on the second Canada-chartered flight from Wuhan to Vancouver to CFB Trenton.  https://t.co/pgZgpQF2kn,2,3,20 00 2020 11:00.AM
=@Lauren_Covi,"Gordon Chang: It is possible the #coronavirus came from secret Wuhan bio lab 
#COVID19 #FoxNews Feb 19, 2020 
https://t.co/Lm8V71HBXA",1,1,20 00 2020 11:00.AM
=@ForeignPolicy,"Dense populations, once relatively unusual, are now a global norm from Nairobi to Jakarta. Whether sickness turns into a global outbreak borne from condensed areas ""depends on our response,"" Annie Sparrow writes.
https://t.co/Bt4moueBQ3",8,5,20 00 2020 11:00.AM
